This file was created by CMPT_ME_PRIOR_RETS using the 202208 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from -12 to - 2.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
201510,    -42.03,      2.10,     51.77,    -27.68,      2.34,     39.07
201511,    -48.25,     -7.32,     35.56,    -35.06,     -6.48,     26.08
201512,    -44.12,     -2.55,     41.01,    -29.16,     -1.99,     29.62
201601,    -43.81,     -3.59,     41.94,    -30.02,     -2.43,     28.94
201602,    -45.95,     -3.50,     39.21,    -30.92,     -3.00,     27.08
201603,    -55.60,    -16.70,     20.53,    -43.12,    -14.91,     13.78
201604,    -54.45,    -16.10,     19.17,    -43.28,    -15.11,     12.72
201605,    -48.47,     -7.21,     28.66,    -35.73,     -6.59,     21.16
201606,    -45.02,     -6.67,     27.64,    -32.44,     -5.66,     19.94
201607,    -45.58,     -5.06,     30.93,    -31.11,     -4.76,     23.94
201608,    -45.81,     -2.63,     41.81,    -31.25,     -2.67,     27.87
201609,    -38.13,      6.02,     53.56,    -20.43,      7.05,     36.39
201610,    -29.82,     13.43,     64.80,    -12.02,     14.58,     46.91
201611,    -33.01,      7.19,     57.12,    -16.39,      7.65,     38.19
201612,    -37.60,      2.74,     45.62,    -20.87,      2.90,     31.18
201701,    -29.73,     16.66,     68.69,     -9.18,     16.12,     57.80
201702,    -22.89,     29.78,     93.86,     -0.27,     28.49,     81.50
201703,    -21.10,     29.24,     96.84,      0.65,     27.57,     85.02
201704,    -24.87,     21.70,     80.80,     -4.27,     20.39,     62.44
201705,    -26.82,     18.23,     69.95,     -6.99,     17.60,     54.63
201706,    -26.94,     17.98,     69.84,     -5.91,     16.71,     52.80
201707,    -29.33,     15.45,     73.18,    -10.73,     15.28,     55.34
201708,    -32.24,     12.88,     68.70,    -12.77,     12.63,     50.28
201709,    -32.05,     12.29,     61.99,    -12.09,     12.81,     48.79
201710,    -35.84,     10.56,     62.97,    -17.49,     12.16,     45.46
201711,    -26.08,     21.13,     82.15,     -8.04,     20.89,     60.95
201712,    -32.75,     11.55,     73.56,    -16.41,     14.35,     53.13
201801,    -30.27,     12.21,     84.48,    -15.39,     14.55,     58.82
201802,    -30.60,     12.10,     86.67,    -13.60,     14.40,     53.92
201803,    -27.99,     12.83,     83.01,    -11.59,     14.73,     55.51
201804,    -33.00,      8.64,     75.57,    -16.72,     10.36,     50.76
201805,    -32.06,      8.48,     73.09,    -16.29,      9.47,     48.59
201806,    -29.73,     11.00,     79.40,    -13.89,     11.62,     54.23
201807,    -30.55,     10.94,     84.54,    -14.63,     12.50,     61.52
201808,    -29.60,     11.85,     88.08,    -13.88,     11.46,     61.80
201809,    -26.40,     16.67,     92.07,     -8.92,     16.84,     63.34
201810,    -30.78,     11.65,     86.78,    -12.15,     12.02,     59.76
201811,    -31.46,      8.74,     84.89,    -14.82,      8.92,     57.73
201812,    -41.64,     -4.11,     58.97,    -27.15,     -3.43,     33.00
201901,    -43.98,     -3.32,     58.18,    -27.53,     -2.39,     34.66
201902,    -55.64,    -16.28,     36.88,    -40.10,    -16.52,     18.11
201903,    -43.51,     -3.89,     51.43,    -26.20,     -3.33,     34.42
201904,    -39.21,      0.45,     56.97,    -23.37,      0.91,     39.84
201905,    -41.53,     -2.93,     56.52,    -25.72,     -0.67,     38.85
201906,    -41.31,     -2.35,     53.38,    -24.33,      0.69,     34.89
201907,    -50.90,    -11.64,     43.04,    -36.80,     -7.91,     28.26
201908,    -47.99,     -7.07,     53.62,    -31.41,     -3.92,     32.89
201909,    -49.22,     -7.80,     48.62,    -31.89,     -4.81,     28.89
201910,    -53.91,    -11.53,     46.65,    -39.87,     -8.81,     29.19
201911,    -42.72,      2.48,     56.43,    -25.87,      5.53,     39.91
201912,    -43.06,      1.75,     56.94,    -25.24,      4.27,     39.50
202001,    -30.97,     18.49,     90.71,    -10.01,     21.93,     69.97
202002,    -36.63,     10.74,     78.05,    -15.42,     13.01,     51.07
202003,    -43.30,      1.42,     69.66,    -24.76,      4.23,     45.14
202004,    -48.05,     -6.26,     57.86,    -31.55,     -4.69,     34.60
202005,    -68.37,    -32.33,     22.91,    -58.74,    -30.26,     11.15
202006,    -53.98,    -16.23,     56.40,    -42.04,    -13.09,     31.96
202007,    -54.88,    -18.43,     62.69,    -45.97,    -15.02,     36.38
202008,    -51.19,    -17.54,     71.22,    -41.91,    -14.81,     40.98
202009,    -45.74,     -9.53,     99.35,    -35.52,     -6.41,     59.74
202010,    -45.20,     -8.23,     94.14,    -35.22,     -5.40,     69.60
202011,    -47.90,    -12.24,     96.22,    -39.18,     -8.59,     64.58
202012,    -46.81,    -12.70,     91.31,    -40.62,     -9.90,     54.77
202101,    -36.26,     -1.90,    118.30,    -27.33,      0.35,     81.62
202102,    -27.57,      7.80,    124.91,    -17.17,      9.70,     96.73
202103,    -16.40,     21.23,    187.55,     -5.90,     21.90,    147.26
202104,     13.08,     80.42,    362.31,     21.55,     79.71,    309.48
202105,      0.87,     63.02,    299.62,     16.28,     62.97,    201.43
202106,     -3.64,     61.18,    261.93,     13.87,     60.10,    182.69
202107,     -4.16,     61.07,    234.79,     14.55,     60.58,    179.15
202108,     -7.24,     54.36,    217.07,     10.16,     52.45,    179.56
202109,    -11.49,     45.40,    171.00,      6.97,     43.23,    130.46
202110,     -7.55,     54.65,    193.57,     10.08,     53.16,    150.71
202111,    -11.60,     46.62,    192.47,      5.36,     44.89,    146.78
202112,    -21.82,     29.41,    139.14,     -2.88,     29.95,     99.64
202201,    -32.50,     18.87,     99.51,    -16.12,     18.53,     79.41
202202,    -35.60,     24.37,     92.38,    -12.08,     25.07,     70.01
202203,    -45.06,      9.41,     56.02,    -22.53,     10.78,     44.18
202204,    -47.46,      3.00,     54.24,    -24.91,      3.92,     40.33
202205,    -48.53,     -0.19,     56.89,    -28.87,      0.45,     41.83
202206,    -55.46,     -7.40,     40.03,    -37.34,     -7.73,     29.47
202207,    -58.79,     -5.50,     41.70,    -41.10,     -6.43,     33.22
202208,    -61.57,    -13.77,     22.31,    -45.79,    -14.94,     22.75


  Value-Weighted Average of Prior Returns
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
192701,   -35.60,    -6.52,    51.30,   -30.19,    -0.41,    30.45
192702,   -33.18,    -3.96,    48.00,   -28.73,     0.37,    30.20
192703,   -29.81,     1.26,    55.69,   -21.64,     7.53,    42.15
192704,   -15.35,    17.71,    76.90,    -1.21,    20.22,    63.62
192705,   -18.81,    10.78,    66.89,   -11.99,    15.87,    61.55
192706,   -21.95,    13.26,    64.45,   -11.65,    16.80,    68.34
192707,   -21.78,    14.95,    70.97,   -11.01,    19.12,    69.90
192708,   -24.42,    10.64,    71.90,   -12.95,    14.66,    57.36
192709,   -23.66,    14.09,    71.42,   -13.00,    18.64,    64.38
192710,   -21.91,    14.63,    72.49,   -10.80,    17.60,    60.59
192711,   -17.07,    22.03,    87.27,    -8.67,    25.21,    76.90
192712,   -21.58,    12.00,    77.06,   -14.49,    18.30,    64.26
192801,   -18.02,    19.87,    87.68,    -7.34,    23.29,    70.48
192802,   -14.30,    24.03,    94.30,    -8.83,    23.66,    73.71
192803,   -18.46,    19.49,    91.93,   -10.64,    20.23,    64.47
192804,   -15.08,    19.78,    84.92,    -7.63,    17.76,    59.29
192805,   -11.20,    25.80,    96.58,    -1.93,    24.72,    85.86
192806,   -12.15,    29.18,    99.56,    -1.87,    25.47,    83.42
192807,    -6.06,    31.38,   109.99,    -0.08,    30.02,    95.78
192808,   -17.79,    17.43,    84.11,    -9.85,    17.41,    71.07
192809,   -19.06,    17.36,    82.53,    -8.35,    15.04,    66.33
192810,   -17.53,    19.45,    88.97,    -6.28,    18.33,    77.97
192811,    -8.87,    27.45,   112.04,     0.13,    26.99,    98.10
192812,   -17.56,    20.27,   107.01,    -6.28,    18.75,    83.38
192901,    -9.81,    27.40,   130.22,    -0.45,    25.84,    94.34
192902,   -11.79,    25.71,   112.35,    -2.13,    25.12,    96.01
192903,    -6.72,    34.27,   114.19,     2.48,    30.74,   107.89
192904,   -12.92,    24.49,   110.41,    -1.79,    24.79,    97.34
192905,   -21.66,    13.74,   103.15,    -7.37,    16.90,    77.59
192906,   -23.47,    12.21,    70.37,   -11.69,    16.34,    73.09
192907,   -26.97,     9.21,    74.43,   -14.40,    13.86,    71.08
192908,   -23.30,    13.77,    98.00,    -9.76,    19.14,    90.45
192909,   -25.70,    11.58,    93.68,   -12.38,    17.03,    81.38
192910,   -29.96,     8.65,    78.21,   -16.21,    17.31,    92.13
192911,   -32.75,     4.89,    63.43,   -22.54,    11.58,    77.70
192912,   -56.65,   -23.83,    15.60,   -44.43,   -16.11,    22.32
193001,   -59.90,   -31.57,     9.97,   -53.44,   -25.57,     7.51
193002,   -64.86,   -36.49,     7.95,   -62.99,   -33.21,     4.46
193003,   -61.09,   -32.74,     5.42,   -49.84,   -25.77,    12.34
193004,   -57.10,   -26.25,     9.77,   -47.64,   -22.17,    18.97
193005,   -53.83,   -21.38,    10.03,   -43.04,   -17.06,    24.13
193006,   -50.55,   -21.61,    20.29,   -41.73,   -15.68,    25.05
193007,   -54.82,   -28.35,    11.81,   -47.22,   -23.60,    10.43
193008,   -67.29,   -42.51,    -8.40,   -59.77,   -37.69,   -10.20
193009,   -65.34,   -40.68,    -6.26,   -60.24,   -36.28,   -13.04
193010,   -65.11,   -39.30,    -1.79,   -58.09,   -34.08,   -12.10
193011,   -61.16,   -34.03,     5.97,   -57.56,   -28.43,    -6.20
193012,   -58.25,   -30.53,     7.64,   -54.56,   -24.89,    -1.17
193101,   -60.21,   -32.95,     9.12,   -53.67,   -26.57,    -4.81
193102,   -71.11,   -46.18,    -7.60,   -66.61,   -41.57,   -15.50
193103,   -66.09,   -42.98,    -4.78,   -61.59,   -38.65,   -13.75
193104,   -63.30,   -38.82,    -7.23,   -57.14,   -35.55,   -12.84
193105,   -64.91,   -39.97,    -6.22,   -62.31,   -39.45,   -12.80
193106,   -70.88,   -47.94,   -15.12,   -66.69,   -46.69,   -19.14
193107,   -70.12,   -44.87,    -8.40,   -63.82,   -42.95,   -14.66
193108,   -62.96,   -38.27,    -0.02,   -56.14,   -36.05,    -9.10
193109,   -66.53,   -42.81,    -5.07,   -60.71,   -40.71,   -13.58
193110,   -59.78,   -33.02,     9.72,   -53.14,   -29.51,    -2.32
193111,   -71.13,   -47.84,   -16.67,   -67.38,   -46.19,   -23.31
193112,   -65.67,   -42.11,    -8.75,   -61.87,   -39.69,   -16.08
193201,   -64.82,   -40.77,     1.98,   -60.21,   -35.34,   -14.84
193202,   -77.64,   -57.75,   -23.56,   -74.15,   -53.41,   -29.12
193203,   -78.43,   -62.00,   -27.84,   -75.45,   -58.35,   -35.47
193204,   -75.95,   -58.90,   -26.74,   -72.72,   -54.87,   -30.41
193205,   -75.23,   -55.11,   -21.37,   -73.30,   -53.41,   -28.39
193206,   -77.53,   -58.55,   -25.27,   -74.70,   -56.94,   -30.83
193207,   -87.02,   -72.45,   -46.13,   -85.62,   -69.96,   -46.21
193208,   -84.08,   -68.89,   -39.52,   -83.99,   -68.35,   -44.99
193209,   -74.89,   -56.90,   -27.73,   -73.49,   -57.32,   -31.66
193210,   -36.46,    -0.29,    62.26,   -30.94,    -1.49,    43.72
193211,   -43.01,   -16.48,    28.27,   -38.92,   -14.06,    25.57
193212,   -50.26,   -24.41,    19.29,   -44.17,   -18.59,    11.48
193301,   -42.89,   -13.97,    44.91,   -38.87,   -10.59,    23.78
193302,   -50.77,   -22.60,    30.38,   -44.90,   -18.90,    18.60
193303,   -49.96,   -20.31,    29.31,   -41.57,   -14.74,    19.17
193304,   -51.33,   -22.85,    30.69,   -45.07,   -19.79,    11.88
193305,   -36.82,     5.97,    89.07,   -26.67,     5.26,    58.93
193306,     8.95,   104.82,   284.26,    29.24,    98.78,   231.69
193307,    52.50,   204.55,   453.23,    72.71,   200.03,   373.89
193308,    47.11,   150.83,   382.95,    56.51,   149.90,   315.14
193309,    -7.40,    42.05,   148.49,     4.63,    43.10,   100.73
193310,     5.16,    72.79,   209.01,    15.68,    74.22,   156.45
193311,     2.83,    75.22,   225.94,    16.90,    79.60,   182.39
193312,    -0.50,    65.22,   224.08,     9.73,    67.62,   160.70
193401,     9.37,    87.82,   272.98,    14.48,    84.60,   192.30
193402,     5.13,    87.77,   252.53,    13.69,    79.33,   199.48
193403,    53.83,   192.75,   482.48,    65.61,   179.57,   373.22
193404,    56.65,   166.11,   517.96,    57.16,   152.71,   327.44
193405,    14.09,    77.52,   254.78,    17.96,    73.01,   200.84
193406,   -19.90,    17.59,    98.88,   -12.93,    17.38,    62.81
193407,   -39.60,   -11.48,    55.17,   -36.65,   -10.29,    21.87
193408,   -31.17,    -0.17,    62.35,   -28.02,     2.13,    40.43
193409,   -53.40,   -29.57,    26.40,   -51.47,   -23.38,     9.82
193410,   -35.60,    -6.52,    58.26,   -31.75,    -3.05,    32.40
193411,   -27.28,     2.30,    70.72,   -21.84,     7.56,    43.91
193412,   -34.37,    -4.27,    58.81,   -32.25,    -4.05,    38.45
193501,   -28.98,     4.80,    80.74,   -23.63,     3.68,    51.67
193502,   -46.69,   -15.06,    46.12,   -43.91,   -10.47,    24.87
193503,   -47.44,   -19.74,    30.41,   -46.02,   -13.98,    20.70
193504,   -53.36,   -22.90,    29.59,   -53.51,   -18.18,    20.25
193505,   -58.58,   -29.14,    17.02,   -57.40,   -22.92,    10.38
193506,   -46.68,   -10.86,    43.31,   -43.75,    -4.84,    29.92
193507,   -44.16,    -9.34,    48.24,   -36.37,    -5.46,    24.90
193508,   -25.38,    15.46,    97.48,   -11.87,    18.33,    58.88
193509,   -27.05,    13.47,    97.11,   -13.48,    20.08,    62.73
193510,   -18.88,    22.04,   112.67,    -6.92,    24.56,    68.16
193511,   -17.30,    25.75,   126.07,    -4.64,    29.82,    85.02
193512,   -19.29,    22.53,   106.46,   -11.05,    24.62,    76.35
193601,    -6.69,    33.77,   126.63,     1.30,    31.72,    82.15
193602,    -3.44,    44.43,   151.63,     6.92,    47.97,   119.45
193603,    14.25,    77.48,   204.06,    17.27,    75.70,   183.44
193604,    28.07,   102.56,   280.99,    25.41,    91.20,   206.13
193605,    18.21,    86.47,   256.15,    18.71,    74.66,   167.29
193606,     7.09,    55.62,   192.59,     8.44,    49.96,   127.10
193607,     5.32,    58.25,   195.23,     6.69,    49.85,   124.76
193608,    -3.59,    43.40,   156.90,     1.91,    38.66,    98.84
193609,     0.77,    47.12,   138.11,     5.67,    46.46,   106.76
193610,     1.90,    46.71,   139.32,     3.98,    43.72,   106.01
193611,    -1.29,    38.66,   137.66,     1.85,    36.31,    94.74
193612,    -4.19,    30.80,   106.04,     2.68,    34.48,    81.46
193701,    -1.00,    32.13,   114.39,     4.58,    34.44,    85.40
193702,    -9.02,    23.87,    90.57,    -3.60,    21.78,    65.96
193703,    -6.29,    25.85,    90.90,    -0.96,    23.74,    68.68
193704,    -5.69,    26.56,   106.50,     0.56,    24.64,    74.51
193705,     3.68,    43.91,   152.86,     9.59,    42.14,   112.69
193706,    -9.06,    24.09,   109.01,    -4.01,    22.95,    72.32
193707,   -10.05,    22.81,   100.72,    -7.00,    19.98,    68.55
193708,   -23.34,     6.82,    62.94,   -21.14,     3.89,    44.29
193709,   -17.40,    14.78,    77.21,   -11.94,    11.46,    58.78
193710,   -24.68,     4.44,    56.98,   -17.43,     3.76,    41.10
193711,   -41.12,   -20.00,    12.77,   -37.82,   -18.10,     3.21
193712,   -53.18,   -33.34,    -9.26,   -47.86,   -31.69,   -11.68
193801,   -59.31,   -41.62,   -21.61,   -53.96,   -39.62,   -21.33
193802,   -68.41,   -53.18,   -27.61,   -65.75,   -49.46,   -25.04
193803,   -67.52,   -52.79,   -27.90,   -65.09,   -49.09,   -25.29
193804,   -65.58,   -50.25,   -25.17,   -63.08,   -45.49,   -20.49
193805,   -75.02,   -59.91,   -35.11,   -73.84,   -56.78,   -32.74
193806,   -66.94,   -52.02,   -24.35,   -65.01,   -47.52,   -22.76
193807,   -66.13,   -51.33,   -23.33,   -67.04,   -48.58,   -22.93
193808,   -57.30,   -40.99,   -15.57,   -55.65,   -36.29,   -15.09
193809,   -46.80,   -30.50,    -4.50,   -45.01,   -26.79,    -6.54
193810,   -37.77,   -18.22,     9.53,   -35.65,   -12.61,     7.41
193811,   -31.14,    -8.06,    22.15,   -27.48,    -4.56,    18.71
193812,    -9.78,    15.76,    66.59,    -5.02,    16.42,    47.35
193901,    -5.81,    24.84,    73.17,     2.03,    24.67,    66.40
193902,    -8.19,    23.48,    77.65,    -3.23,    23.04,    62.76
193903,   -17.18,     5.77,    48.80,   -13.49,    10.17,    40.69
193904,    17.28,    56.54,   125.38,    23.19,    54.08,   112.70
